Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Order_Hour,Order_DayOfWeek,Pickup_Delay,distance_km
lkdh410173003,31,4.1,13.045479,80.23311,13.115479,80.30311,21:55:00,Windy,Jam ,scooter ,Metropolitian ,220,Home,0,0,1863250.0,
ditc248682024,33,4.9,26.902908,75.792934,27.042908,75.932934,23:25:00,Sunny,Low ,van,Metropolitian ,120,Jewelry,0,6,1854695.0,
dioo430441730,22,4.7,13.022394,80.242439,13.132394,80.352439,17:15:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,145,Home,0,4,1857210.0,
tysn017774408,21,4.6,23.351489,85.324253,23.411489,85.384253,20:50:00,Windy,Jam ,scooter ,Metropolitian ,60,Kitchen,0,0,1843025.0,
mski712699426,38,4.4,26.846156,75.8023,26.866156,75.8223,11:00:00,Windy,Low ,motorcycle ,Urban ,145,Books,0,5,1845310.0,
umza291289960,24,4.5,23.357804,85.325146,23.487804,85.455146,17:35:00,Sunny,Medium ,van,Urban ,65,Clothing,0,1,1871625.0,
jexj760835001,27,4.9,18.533811,73.899315,18.603811,73.969315,21:35:00,Sunny,Jam ,motorcycle ,Metropolitian ,120,Electronics,0,4,1847380.0,
pswd290450557,28,4.6,21.183434,72.814492,21.253434,72.884492,21:10:00,Sandstorms,Jam ,scooter ,Metropolitian ,100,Skincare,0,2,1850235.0,
aset874066253,36,4.7,17.431668,78.408321,17.541668,78.518321,23:15:00,Fog,Low ,scooter ,Metropolitian ,125,Outdoors,0,2,1830200.0,
lnkg652409653,23,4.8,26.88842,75.800689,26.91842,75.830689,23:35:00,Fog,Low ,van,Metropolitian ,95,Outdoors,0,0,1843180.0,
dmgc331436098,28,4.8,23.333017,85.3172,23.403017,85.3872,20:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,130,Home,0,6,1874685.0,
khdy869383100,31,4.8,19.1093,72.825451,19.1693,72.885451,23:30:00,Sunny,Low ,motorcycle ,Metropolitian ,50,Toys,0,3,1879175.0,
pfcq831961427,35,4.8,26.90519,75.810753,26.98519,75.890753,23:55:00,Cloudy,Low ,motorcycle ,Metropolitian ,185,Skincare,0,3,1867680.0,
jyoq910789842,38,4.7,11.003669,76.976494,11.063669,77.036494,23:45:00,Fog,Low ,motorcycle ,Metropolitian ,90,Home,0,0,1843195.0,
ewpp375344054,39,4.9,23.354422,85.3329,23.374422,85.3529,11:30:00,Fog,High ,scooter ,Metropolitian ,185,Books,0,3,1848220.0,
ltoj997318534,20,4.6,13.066762,80.251865,13.076762,80.261865,11:55:00,Sunny,High ,motorcycle ,Urban ,80,Kitchen,0,0,1872730.0,
wksz358860727,33,4.6,12.337928,76.617889,12.427928,76.707889,23:00:00,Sunny,Low ,scooter ,Urban ,115,Pet Supplies,0,6,1854670.0,
jclh827274073,21,4.7,12.310972,76.659264,12.350972,76.699264,15:55:00,Fog,Medium ,motorcycle ,Metropolitian ,125,Pet Supplies,0,0,1872965.0,
hvwn441638785,30,5.0,17.410371,78.437225,17.460371,78.487225,22:50:00,Sunny,Low ,scooter ,Metropolitian ,50,Snacks,0,4,1837385.0,
oqls079067890,33,4.8,12.934365,77.616155,13.024365,77.706155,18:55:00,Windy,Medium ,motorcycle ,Metropolitian ,210,Cosmetics,0,2,1829940.0,
ymls458818584,33,4.9,22.725748,75.898497,22.815748,75.988497,19:15:00,Fog,Jam ,scooter ,Metropolitian ,200,Electronics,0,0,1832850.0,
ahwm348254742,34,4.6,17.438263,78.397865,17.478263,78.437865,12:55:00,Cloudy,High ,motorcycle ,Metropolitian ,160,Jewelry,0,4,1867030.0,
uwnp793571010,22,4.7,-15.576683,73.75575,15.646683,73.82575,17:40:00,Sunny,Medium ,motorcycle ,Urban ,50,Apparel,0,0,1903310.0,
sout480572924,27,4.7,18.563934,73.915367,18.603935,73.955367,14:50:00,Windy,High ,motorcycle ,Metropolitian ,110,Jewelry,0,0,1852745.0,
jool553810214,21,4.9,17.410371,78.437225,17.490371,78.517225,18:15:00,Windy,Medium ,scooter ,Metropolitian ,85,Shoes,0,4,1857260.0,
kxxs780016603,23,4.6,26.902908,75.792934,26.982908,75.872934,17:45:00,Fog,Medium ,motorcycle ,Metropolitian ,195,Sports,0,6,1874510.0,
gbox156266821,33,4.8,12.334022,76.618203,12.344022,76.628203,10:10:00,Sunny,Low ,scooter ,Metropolitian ,95,Electronics,0,6,1833735.0,
cwfm659732337,25,4.6,11.000762,76.981876,11.030762,77.011876,18:50:00,Stormy,Medium ,scooter ,Metropolitian ,125,Sports,0,1,1861625.0,
yhoh883688262,32,4.5,11.003669,76.976494,11.133669,77.106494,17:35:00,Sunny,Medium ,motorcycle ,Other,130,Clothing,0,5,1835620.0,
fjcd751756934,23,4.7,13.081878,80.248519,13.111878,80.278519,18:55:00,Windy,Medium ,scooter ,Metropolitian ,115,Apparel,0,2,1870270.0,
egfn580044034,22,4.9,0.0,0.0,0.13,0.13,17:45:00,Cloudy,Medium ,scooter ,Metropolitian ,130,Cosmetics,0,1,1841395.0,
ufjc123699648,36,4.5,11.010375,76.95295,11.070375,77.01295,20:30:00,Windy,Jam ,van,Urban ,125,Pet Supplies,0,3,1848760.0,
siem962349954,38,4.7,12.337978,76.616792,12.347978,76.626792,11:15:00,Windy,High ,scooter ,Metropolitian ,135,Shoes,0,4,1866925.0,
odot617176395,39,4.4,21.157729,72.768726,21.237729,72.848726,22:30:00,Cloudy,Low ,scooter ,Metropolitian ,165,Cosmetics,0,4,1857520.0,
pjlj818402462,34,4.8,23.357804,85.325146,23.397804,85.365146,16:45:00,Windy,Medium ,motorcycle ,Metropolitian ,145,Pet Supplies,0,5,1855735.0,
yvht711054527,39,4.5,22.760072,75.892574,22.870072,76.002574,22:10:00,Windy,Low ,scooter ,Metropolitian ,90,Kitchen,0,2,1860375.0,
hjxt739817218,39,4.9,17.429585,78.392621,17.539585,78.502621,21:55:00,Fog,Jam ,scooter ,Metropolitian ,235,Toys,0,2,1830120.0,
hqig816085431,32,4.3,0.0,0.0,0.13,0.13,17:20:00,Sunny,Medium ,motorcycle ,Metropolitian ,155,Skincare,0,5,1835605.0,
ohdq105403092,34,4.6,26.914142,75.805704,27.054142,75.945704,20:50:00,Sunny,Jam ,scooter ,Metropolitian ,150,Skincare,0,1,1871825.0,
zjpw654641825,36,4.4,23.369746,85.33982,23.459746,85.42982,20:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,255,Outdoors,0,6,1854520.0,
vxez285753859,22,4.8,23.359033,85.325347,23.469033,85.435347,19:25:00,Cloudy,Jam ,motorcycle ,Urban ,230,Outdoors,0,1,1841495.0,
bfbj833683709,31,5.0,23.235123,77.398886,23.305123,77.468886,22:55:00,Sandstorms,Low ,scooter ,Metropolitian ,85,Shoes,0,0,1903620.0,
knhd280468325,34,4.6,12.325461,76.632278,12.405461,76.712278,21:00:00,Fog,Jam ,motorcycle ,Metropolitian ,40,Grocery,0,0,1863195.0,
fcwx986408790,28,5.0,0.0,0.0,0.11,0.11,17:55:00,Windy,Medium ,motorcycle ,Metropolitian ,140,Home,0,3,1868760.0,
oskw151874381,28,4.2,18.994237,72.825553,19.024237,72.855553,22:15:00,Windy,Low ,motorcycle ,Metropolitian ,100,Pet Supplies,0,4,1867590.0,
elis065040088,20,5.0,19.875337,75.316722,19.885337,75.326722,10:25:00,Sunny,Low ,motorcycle ,Urban ,70,Books,0,3,1898555.0,
acvf279949995,20,4.2,0.0,0.0,0.09,0.09,19:35:00,Cloudy,Jam ,motorcycle ,Metropolitian ,220,Sports,0,2,1829980.0,
furq335262813,27,4.1,30.366322,78.070453,30.496322,78.200453,20:45:00,Fog,Jam ,scooter ,Urban ,200,Home,0,2,1900620.0,
cpph344973735,37,4.5,12.337928,76.617889,12.407928,76.687889,19:20:00,Sunny,Jam ,motorcycle ,Metropolitian ,160,Toys,0,2,1829970.0,
klxg163745734,30,4.7,12.323978,76.627961,12.373978,76.677961,21:35:00,Cloudy,Jam ,scooter ,Metropolitian ,135,Home,0,3,1879065.0,
puqj252436790,23,4.7,26.88842,75.800689,26.91842,75.830689,18:55:00,Sunny,Medium ,motorcycle ,Urban ,80,Pet Supplies,0,6,1834260.0,
myzs246101036,34,4.2,12.981615,80.231598,13.021615,80.271598,12:40:00,Sandstorms,High ,motorcycle ,Metropolitian ,185,Cosmetics,0,5,1875645.0,
prgs287389750,21,4.8,21.170096,72.789122,21.260096,72.879122,22:25:00,Cloudy,Low ,scooter ,Metropolitian ,105,Outdoors,0,5,1866150.0,
jldo942185379,24,5.0,0.0,0.0,0.02,0.02,09:20:00,Fog,Low ,motorcycle ,Metropolitian ,85,Pet Supplies,0,3,1878325.0,
tmoo940787990,24,4.7,0.0,0.0,0.09,0.09,21:30:00,Stormy,Jam ,scooter ,Metropolitian ,145,Toys,0,6,1854575.0,
vewp169712825,36,5.0,11.021278,76.995017,11.091278,77.065017,19:45:00,Fog,Jam ,motorcycle ,Metropolitian ,220,Cosmetics,0,5,1835750.0,
bqig096793490,32,4.8,10.000706,76.349516,10.050706,76.399516,19:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,130,Pet Supplies,0,1,1902005.0,
hfse980660851,24,4.6,12.906229,77.596791,12.916229,77.606791,09:40:00,Fog,Low ,motorcycle ,Metropolitian ,90,Kitchen,0,2,1869710.0,
wdzt193987852,39,4.6,22.751857,75.866699,22.781857,75.896699,23:00:00,Cloudy,Low ,scooter ,Metropolitian ,80,Snacks,0,4,1837385.0,
wmus525499495,37,4.9,12.311072,76.654878,12.321072,76.664878,08:40:00,Stormy,Low ,scooter ,Urban ,120,Jewelry,0,3,1858130.0,
btku895780834,35,4.6,22.552996,88.35231,22.582996,88.38231,17:40:00,Cloudy,Medium ,scooter ,Metropolitian ,80,Kitchen,0,6,1904750.0,
gadi775237661,25,4.6,18.569156,73.774723,18.659156,73.864723,18:10:00,Fog,Medium ,motorcycle ,Metropolitian ,150,Kitchen,0,1,1841415.0,
zrls563828378,27,4.0,18.543626,73.905101,18.563626,73.925101,09:00:00,Windy,Low ,motorcycle ,Metropolitian ,120,Shoes,0,5,1855265.0,
zukq057991752,31,4.6,12.975377,77.696664,12.995377,77.716664,09:55:00,Windy,Low ,scooter ,Metropolitian ,130,Clothing,0,0,1842370.0,
knkd371033117,23,4.9,0.0,0.0,0.07,0.07,19:40:00,Sunny,Jam ,motorcycle ,Metropolitian ,30,Grocery,0,2,1829995.0,
pbev573928401,30,4.5,18.927584,72.832585,18.997584,72.902585,18:00:00,Stormy,Medium ,motorcycle ,Metropolitian ,145,Cosmetics,0,2,1829890.0,
nzno108728173,22,4.0,0.0,0.0,0.09,0.09,21:40:00,Sandstorms,Jam ,motorcycle ,Urban ,185,Snacks,0,3,1838745.0,
sroj558743624,24,4.5,26.482581,80.315628,26.532581,80.365628,23:10:00,Sunny,Low ,motorcycle ,Urban ,19,Grocery,0,6,1905085.0,
peum692760631,30,4.8,23.416792,85.316842,23.466792,85.366842,17:10:00,Stormy,Medium ,scooter ,Metropolitian ,150,Apparel,0,6,1834165.0,
duza174947053,31,4.6,17.455894,78.375467,17.475894,78.395467,11:35:00,Sandstorms,High ,scooter ,Urban ,150,Clothing,0,5,1875585.0,
jhik099005127,31,4.9,0.0,0.0,0.06,0.06,20:15:00,Stormy,Jam ,motorcycle ,Metropolitian ,145,Books,0,5,1876110.0,
daip363813833,32,4.6,13.005801,80.250744,13.055801,80.300744,23:50:00,Stormy,Low ,motorcycle ,Metropolitian ,125,Home,0,3,1857605.0,
bwzh996131808,29,4.2,21.15276,72.778059,21.20276,72.828059,21:15:00,Cloudy,Jam ,scooter ,Metropolitian ,170,Shoes,0,0,1843045.0,
jjbv380330673,26,4.8,26.90519,75.810753,27.03519,75.940753,17:20:00,Sandstorms,Medium ,scooter ,Other,140,Toys,0,2,1860095.0,
pcdc655662634,28,4.9,26.849596,75.800512,26.979596,75.930512,18:55:00,Fog,Medium ,motorcycle ,Metropolitian ,205,Apparel,0,0,1863060.0,
ycvn223466949,31,4.8,11.022169,76.999594,11.132169,77.109594,22:40:00,Sandstorms,Low ,scooter ,Metropolitian ,120,Sports,0,5,1835925.0,
pspj091684266,29,5.0,22.307898,73.167788,22.347898,73.207788,13:10:00,Sandstorms,High ,motorcycle ,Urban ,115,Skincare,0,4,1867040.0,
zgmj744878922,28,5.0,26.471529,80.313458,26.531529,80.373458,21:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,120,Pet Supplies,0,1,1902075.0,
bdyd285549311,29,4.6,11.024839,77.007003,11.134839,77.117003,20:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,125,Cosmetics,0,2,1830045.0,
pugi833751073,27,4.5,10.020683,76.310631,10.100683,76.390631,18:35:00,Windy,Medium ,van,Metropolitian ,125,Toys,0,2,1900485.0,
wkcs787711746,28,4.7,18.56245,73.916619,18.67245,74.026619,23:10:00,Fog,Low ,motorcycle ,Metropolitian ,115,Outdoors,0,0,1833075.0,
tjqc403622348,32,4.7,11.021278,76.995017,11.031278,77.005017,08:15:00,Windy,Low ,scooter ,Metropolitian ,145,Skincare,0,1,1881150.0,
chbv093562000,21,4.7,12.321214,76.621094,12.431214,76.731094,20:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,220,Outdoors,0,2,1830060.0,
jevg031260370,24,4.8,17.438263,78.397865,17.568263,78.527865,18:50:00,Stormy,Medium ,motorcycle ,Metropolitian ,145,Jewelry,0,6,1844345.0,
gwjw511903123,38,4.8,0.0,0.0,0.01,0.01,08:25:00,Sunny,Low ,van,Urban ,70,Cosmetics,0,5,1845150.0,
ujnj963440388,28,4.6,26.914142,75.805704,26.964142,75.855704,23:40:00,Cloudy,Low ,motorcycle ,Urban ,110,Outdoors,0,1,1882075.0,
neqg897607951,20,4.9,11.006686,76.951736,11.026686,76.971736,10:50:00,Sunny,Low ,motorcycle ,Metropolitian ,100,Snacks,0,1,1830900.0,
urhc002621535,25,4.3,12.323194,76.630583,12.373194,76.680583,19:10:00,Stormy,Jam ,motorcycle ,Metropolitian ,160,Skincare,0,2,1840040.0,
ngvx059695443,38,4.6,0.0,0.0,0.08,0.08,22:30:00,Cloudy,Low ,scooter ,Metropolitian ,145,Clothing,0,6,1844560.0,
kzsn474389952,30,4.1,12.316967,76.603067,12.386967,76.673067,22:15:00,Fog,Low ,van,Urban ,155,Toys,0,2,1860385.0,
jdva678631783,32,4.9,22.310237,73.158921,22.360237,73.208921,22:20:00,Windy,Low ,scooter ,Urban ,100,Clothing,0,6,1834465.0,
wfpf398856265,37,4.5,15.556561,73.763633,15.646561,73.853633,17:10:00,Fog,Medium ,motorcycle ,Metropolitian ,190,Sports,0,0,1903275.0,
jxer595793091,28,4.7,23.266261,77.379605,23.326261,77.439605,20:35:00,Sandstorms,Jam ,scooter ,Metropolitian ,105,Cosmetics,0,4,1907810.0,
rzbv408841134,31,4.9,13.02978,80.208812,13.13978,80.318812,21:50:00,Fog,Jam ,motorcycle ,Metropolitian ,270,Pet Supplies,0,2,1830115.0,
hssp978330143,20,4.4,21.186438,72.794115,21.196438,72.804115,12:00:00,Stormy,High ,motorcycle ,Metropolitian ,195,Kitchen,0,1,1861210.0,
xjrt889365808,38,4.6,23.230791,77.43702,23.340791,77.54702,22:50:00,Fog,Low ,motorcycle ,Metropolitian ,145,Home,0,5,1906505.0,
qqra913184917,22,4.8,19.221315,72.862381,19.331315,72.972381,23:55:00,Stormy,Low ,motorcycle ,Urban ,85,Pet Supplies,0,2,1879210.0,
eede583188057,36,4.4,26.910262,75.783013,26.990262,75.863013,18:00:00,Fog,Medium ,scooter ,Metropolitian ,215,Shoes,0,4,1857245.0,
hcaw009341574,27,4.5,13.005801,80.250744,13.075801,80.320744,21:10:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,135,Snacks,0,0,1863195.0,
bhyf364527855,36,5.0,26.911927,75.797282,26.951927,75.837282,14:30:00,Stormy,High ,scooter ,Urban ,125,Skincare,0,3,1858480.0,
yllz580554690,38,4.8,19.121999,72.908493,19.161999,72.948493,12:40:00,Cloudy,High ,motorcycle ,Metropolitian ,140,Home,0,0,1842530.0,
psbp468770642,39,3.8,12.311072,76.654878,12.381072,76.724878,20:20:00,Windy,Jam ,motorcycle ,Metropolitian ,220,Snacks,0,2,1850185.0,
qgmq559488305,26,4.7,19.879631,75.323403,19.889631,75.333403,09:45:00,Sunny,Low ,van,Metropolitian ,100,Books,0,6,1904275.0,
bkbb251385459,29,4.6,22.732225,75.874765,22.762225,75.904765,22:00:00,Stormy,Jam ,motorcycle ,Metropolitian ,85,Books,0,5,1845970.0,
qxys417941155,24,4.9,12.334022,76.618203,12.464022,76.748203,22:10:00,Cloudy,Low ,motorcycle ,Metropolitian ,105,Outdoors,0,5,1835895.0,
qnud249233846,21,4.9,21.175975,72.795503,21.205975,72.825503,22:20:00,Fog,Low ,scooter ,Metropolitian ,75,Outdoors,0,0,1873345.0,
xige084493792,15,1.0,-26.891191,75.802083,26.981191,75.892083,NaN ,,NaN ,motorcycle ,Urban ,75,Home,0,5,1865840.0,
hsax847066360,22,4.6,17.41233,78.449654,17.44233,78.479654,21:45:00,Windy,Jam ,scooter ,Metropolitian ,70,Shoes,0,2,1870440.0,
ruwg070114873,22,4.5,21.186884,72.793616,21.196884,72.803616,08:35:00,Stormy,Low ,motorcycle ,Metropolitian ,80,Outdoors,0,0,1852370.0,
fqwo883736566,37,4.7,22.745536,75.893106,22.765536,75.913106,09:45:00,Sunny,Low ,scooter ,Metropolitian ,50,Shoes,0,1,1881235.0,
yvas806073879,20,4.5,22.311358,73.164798,22.441358,73.294798,00:00:00,Stormy,Low ,van,Metropolitian ,85,Toys,0,5,1864815.0,
diyx055802815,23,4.9,22.727021,75.884167,22.857021,76.014167,17:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,120,Sports,0,0,1862990.0,
mtnk106594200,37,4.9,21.15276,72.778059,21.24276,72.868059,20:15:00,Sandstorms,Jam ,van,Metropolitian ,135,Toys,0,0,1832905.0,
ubpx125073203,29,4.0,13.091809,80.219104,13.171809,80.299104,20:35:00,Cloudy,Jam ,scooter ,Metropolitian ,160,Books,0,3,1838690.0,
ixwb563101568,24,4.9,12.297954,76.665169,12.407954,76.775169,17:35:00,Sunny,Medium ,motorcycle ,Metropolitian ,75,Cosmetics,0,4,1847150.0,
pivq349511992,22,4.6,22.745536,75.893106,22.785536,75.933106,16:20:00,Stormy,Medium ,motorcycle ,Metropolitian ,125,Toys,0,4,1867230.0,
jrth636419565,34,4.4,12.325461,76.632278,12.395461,76.702278,19:50:00,Stormy,Jam ,motorcycle ,Metropolitian ,190,Clothing,0,0,1863115.0,
jrsl743627983,34,4.7,15.56155,73.749092,15.58155,73.769092,08:20:00,Windy,Low ,scooter ,Metropolitian ,130,Electronics,0,3,1898430.0,
flyb810459091,21,4.4,0.0,0.0,0.13,0.13,17:25:00,Fog,Medium ,scooter ,Metropolitian ,170,Cosmetics,0,0,1903290.0,
ovzh019301254,22,4.9,26.910262,75.783013,27.050262,75.923013,18:50:00,Windy,Medium ,motorcycle ,Urban ,120,Pet Supplies,0,1,1841460.0,
ncly350182452,24,4.8,22.539129,88.365507,22.599129,88.425507,20:20:00,Windy,Jam ,motorcycle ,Urban ,15,Grocery,0,4,1907790.0,
ccxh091636259,33,4.8,13.049645,80.242268,13.059645,80.252268,09:35:00,Windy,Low ,scooter ,Metropolitian ,100,Outdoors,0,5,1845225.0,
vfxz376910239,31,4.7,26.910262,75.783013,26.940262,75.813013,18:45:00,Cloudy,Medium ,scooter ,Metropolitian ,80,Pet Supplies,0,5,1855855.0,
nwfu024823642,39,4.9,0.0,0.0,0.11,0.11,21:00:00,Fog,Jam ,motorcycle ,Urban ,210,Books,0,5,1835825.0,
ywwu975181089,26,4.6,13.054347,80.257221,13.084347,80.287221,17:10:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,95,Books,0,6,1864405.0,
vdcd902454612,20,4.3,21.183434,72.814492,21.313434,72.944492,20:35:00,Cloudy,Jam ,scooter ,Metropolitian ,205,Sports,0,6,1844445.0,
wxsu863241046,35,3.5,21.186884,72.793616,21.256884,72.863616,18:35:00,Stormy,Medium ,motorcycle ,Metropolitian ,195,Books,0,5,1835680.0,
fbjw641867610,35,4.2,19.876106,75.340775,19.916106,75.380775,12:25:00,Stormy,High ,motorcycle ,Metropolitian ,195,Home,0,6,1904435.0,
ilkw617619686,38,4.7,22.310237,73.158921,22.380237,73.228921,22:10:00,Sandstorms,Low ,scooter ,Urban ,100,Electronics,0,6,1844535.0,
wqgs389644186,36,4.2,17.440827,78.393391,17.520827,78.473391,21:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,170,Home,0,3,1868945.0,
pxwo009144942,26,4.9,19.065838,72.832658,19.195838,72.962658,19:45:00,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Sports,0,2,1850160.0,
ywze466486094,21,4.7,26.492106,80.327797,26.572106,80.407797,20:55:00,Sunny,Jam ,motorcycle ,Urban ,15,Grocery,0,0,1903500.0,
wvjj721417123,22,4.3,12.3085,76.665808,12.3385,76.695808,23:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,110,Shoes,0,2,1870540.0,
hqcv193484592,27,4.4,21.183434,72.814492,21.253434,72.884492,20:30:00,Cloudy,Jam ,motorcycle ,Metropolitian ,210,Outdoors,0,3,1838680.0,
yxne386132805,24,5.0,19.091458,72.827808,19.221458,72.957808,20:15:00,Sunny,Jam ,van,Metropolitian ,95,Kitchen,0,6,1854510.0,
ubgu332810479,21,4.7,23.351489,85.324253,23.391489,85.364253,16:55:00,Windy,Medium ,motorcycle ,Metropolitian ,115,Kitchen,0,4,1837020.0,
kfww676370417,39,4.9,0.0,0.0,0.07,0.07,19:20:00,Windy,Jam ,motorcycle ,Semi-Urban ,250,Electronics,0,5,1906295.0,
tjxe168735053,30,4.7,19.1813,72.836191,19.2013,72.856191,10:25:00,Cloudy,Low ,scooter ,Urban ,80,Jewelry,0,5,1845275.0,
pvmm816055638,38,4.8,0.0,0.0,0.06,0.06,21:10:00,Sunny,Jam ,motorcycle ,Metropolitian ,20,Grocery,0,4,1907840.0,
dutq679720537,28,4.9,12.975996,80.221898,12.985996,80.231898,08:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,15,Grocery,0,1,1830750.0,
yupz231715678,30,4.9,12.3085,76.665808,12.3185,76.675808,09:50:00,Fog,Low ,motorcycle ,Metropolitian ,130,Toys,0,0,1852440.0,
atse821686420,36,4.5,23.351489,85.324253,23.401489,85.374253,19:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,105,Snacks,0,1,1831440.0,
vdyu945502743,37,4.9,21.175975,72.795503,21.265975,72.885503,23:30:00,Cloudy,Low ,van,Metropolitian ,130,Books,0,2,1830215.0,
wuhw044222973,20,4.9,26.913483,75.803139,26.943483,75.833139,17:15:00,Stormy,Medium ,motorcycle ,Metropolitian ,70,Books,0,1,1881680.0,
mply688461274,27,4.8,22.651847,75.881991,22.681847,75.911991,20:25:00,Sandstorms,Jam ,motorcycle ,Urban ,90,Pet Supplies,0,6,1834350.0,
rhyi011798592,39,5.0,13.029198,77.570997,13.139198,77.680997,18:35:00,Windy,Medium ,motorcycle ,Metropolitian ,235,Sports,0,1,1871680.0,
yvio593523265,24,4.5,18.543626,73.905101,18.613626,73.975101,22:50:00,Cloudy,Low ,motorcycle ,Metropolitian ,115,Toys,0,1,1841705.0,
pjmv718176109,39,4.6,12.914264,77.6784,13.044264,77.8084,23:15:00,Sandstorms,Low ,scooter ,Metropolitian ,100,Pet Supplies,0,2,1850360.0,
iqdi813722385,24,4.9,18.927584,72.832585,19.057584,72.962585,21:10:00,Windy,Jam ,motorcycle ,Metropolitian ,155,Clothing,0,2,1860325.0,
tqzg312811931,21,5.0,18.53408,73.89852,18.59408,73.95852,17:55:00,Cloudy,Medium ,motorcycle ,Metropolitian ,110,Cosmetics,0,2,1839960.0,
kbxs934261122,26,4.7,12.323994,76.626167,12.343994,76.646167,08:50:00,Cloudy,Low ,scooter ,Urban ,60,Kitchen,0,5,1855255.0,
fjkw298296512,30,4.5,11.021278,76.995017,11.091278,77.065017,20:30:00,Windy,Jam ,motorcycle ,Metropolitian ,170,Electronics,0,5,1866035.0,
ivac488837020,38,4.8,30.885915,75.788259,31.025915,75.928259,22:50:00,Windy,Low ,scooter ,Urban ,120,Outdoors,0,0,1903615.0,
uqqk681762024,21,4.7,22.725835,75.887648,22.785835,75.947648,17:25:00,Stormy,Medium ,motorcycle ,Urban ,65,Jewelry,0,1,1861540.0,
unpp991778824,25,4.6,13.081878,80.248519,13.211878,80.378519,17:10:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Shoes,0,2,1829840.0,
gaez638963060,39,4.8,11.010375,76.95295,11.100375,77.04295,19:50:00,Sunny,Jam ,scooter ,Metropolitian ,125,Snacks,0,6,1844400.0,
gqce271536055,26,4.8,23.232537,77.429845,23.312537,77.509845,21:50:00,Cloudy,Jam ,motorcycle ,Metropolitian ,210,Electronics,0,2,1900680.0,
fwfn732301857,28,5.0,12.978453,77.643685,13.028453,77.693685,18:50:00,Windy,Medium ,motorcycle ,Metropolitian ,135,Pet Supplies,0,1,1831380.0,
laxo800342893,26,4.8,13.066762,80.251865,13.146762,80.331865,20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,185,Snacks,0,3,1868885.0,
nkoh288709570,38,4.7,17.45971,78.368855,17.47971,78.388855,09:55:00,Windy,Low ,scooter ,Metropolitian ,130,Electronics,0,4,1836605.0,
syjj481658586,23,4.6,17.429585,78.392621,17.559585,78.522621,22:45:00,Sandstorms,Low ,scooter ,Urban ,75,Clothing,0,4,1877700.0,
bvzs665384830,38,4.7,23.351058,85.325731,23.481058,85.455731,18:15:00,Fog,Medium ,motorcycle ,Metropolitian ,150,Cosmetics,0,4,1847190.0,
woap969798532,36,4.8,26.913726,75.75282,27.053726,75.89282,21:25:00,Sandstorms,Jam ,motorcycle ,Semi-Urban ,265,Snacks,0,6,1844495.0,
bfny030954678,28,4.7,26.846156,75.8023,26.866156,75.8223,11:15:00,Windy,High ,scooter ,Other,90,Cosmetics,0,0,1842450.0,
wngw001933597,38,4.3,12.949934,77.699386,12.989934,77.739386,12:35:00,Windy,High ,motorcycle ,Metropolitian ,155,Books,0,0,1842525.0,
rjik372894762,39,4.9,12.3085,76.665808,12.4385,76.795808,17:20:00,Sunny,Medium ,motorcycle ,Metropolitian ,130,Apparel,0,5,1865850.0,
ylby160157625,25,4.9,0.0,0.0,0.06,0.06,22:00:00,Sandstorms,Jam ,motorcycle ,Urban ,125,Jewelry,0,0,1853175.0,
yrst080093325,39,4.9,10.96185,76.971082,11.05185,77.061082,18:55:00,Sunny,Medium ,scooter ,Metropolitian ,95,Cosmetics,0,5,1865940.0,
rtuu733972645,30,4.8,11.026117,76.944652,11.046117,76.964652,10:20:00,Cloudy,Low ,scooter ,Metropolitian ,80,Skincare,0,2,1839505.0,
kscr424686986,24,4.8,21.160522,72.771477,21.200522,72.811477,14:55:00,Windy,High ,motorcycle ,Metropolitian ,125,Shoes,0,3,1858510.0,
fwby193324468,27,4.5,22.551084,88.354127,22.581084,88.384127,20:40:00,Cloudy,Jam ,scooter ,Metropolitian ,115,Home,0,1,1902055.0,
wjbc595300167,23,4.8,17.450851,78.379347,17.520851,78.449347,18:25:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Clothing,0,6,1854390.0,
bjqh963515046,26,4.5,13.049645,80.242268,13.139645,80.332268,21:10:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,105,Sports,0,2,1830075.0,
